""	"TCGA-24-1924-01"	"TCGA-25-1628-01"	"TCGA-13-0916-01"	"TCGA-20-1687-01"	"TCGA-13-2060-01"	"TCGA-23-1023-01"	"TCGA-20-1682-01"	"TCGA-30-1860-01"	"TCGA-61-1995-01"	"TCGA-29-1701-01"	"TCGA-09-0366-01"	"TCGA-29-2427-01"	"TCGA-09-1666-01"	"TCGA-29-1784-01"
"NIT2"	39	42	52	38	46	39	39	43	45	45	48	36	40	49
"NKAIN1"	11	8	10	3	3	6	3	2	4	6	6	4	4	6
"NKAIN2"	5	7	10	7	9	6	5	1	0	9	9	4	9	2
"NKAIN3"	1	11	2	7	2	3	6	0	16	1	4	1	2	0
"NKAIN4"	8	42	3	21	3	11	4	0	13	7	8	4	3	5
"NKAP"	25	24	28	21	23	21	21	18	21	21	26	17	22	23
"NKAPD1"	38	37	49	52	40	50	48	41	49	51	42	38	44	41
"NKAPL"	3	3	2	2	1	6	3	1	3	3	5	3	3	4
"NKD1"	18	22	24	16	6	23	14	11	14	15	19	14	12	14
"NKD2"	34	79	31	49	22	60	38	36	37	35	38	33	16	24
"NKG7"	23	23	28	16	21	24	22	26	16	18	21	27	22	20
"NKILA"	3	8	7	7	5	7	8	7	9	5	10	5	4	6
"NKIRAS1"	43	41	42	37	34	37	38	23	42	35	41	28	33	47
"NKIRAS2"	47	73	82	40	56	74	49	48	64	51	77	35	47	60
"NKPD1"	7	9	17	7	1	9	7	4	9	13	9	2	5	5
"NKRF"	10	14	16	9	10	14	10	8	9	14	17	8	16	9
"NKTR"	59	75	78	49	51	50	55	29	90	35	78	28	57	54
"NKX1-1"	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"NKX1-2"	5	1	6	0	1	3	4	4	0	2	1	1	0	3
"NKX2-1"	0	0	0	0	0	13	20	0	0	0	0	0	0	0
"NKX2-1-AS1"	0	0	0	0	0	5	4	0	0	0	0	0	0	0
"NKX2-2"	0	0	1	0	1	1	0	0	0	0	1	0	3	1
"NKX2-2-AS1"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"NKX2-3"	4	5	5	4	3	12	3	6	3	3	3	3	2	3
"NKX2-4"	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NKX2-5"	1	10	2	0	1	22	5	13	0	7	3	3	2	1
"NKX2-6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"NKX2-8"	2	4	5	0	2	6	4	3	1	4	3	0	6	0
"NKX3-1"	7	6	7	7	6	8	9	7	8	6	8	8	7	4
"NKX3-2"	4	9	1	5	2	7	5	4	2	6	3	6	3	3
"NKX6-1"	5	12	5	6	1	8	7	4	11	15	8	2	7	2
"NKX6-2"	12	2	7	2	0	23	1	4	2	2	4	2	0	7
"NKX6-3"	1	2	5	1	14	8	1	2	4	0	6	1	4	4
"NLE1"	33	38	46	36	38	44	29	37	40	35	36	27	28	44
"NLGN1"	5	15	29	4	11	15	2	17	1	11	2	9	17	1
"NLGN1-AS1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"NLGN2"	24	32	28	18	24	27	22	18	23	18	20	21	20	20
"NLGN3"	14	23	35	14	9	29	11	7	18	16	23	8	11	13
"NLGN4X"	6	31	20	20	8	36	6	12	17	6	11	11	10	17
"NLGN4Y"	1	5	2	3	2	2	1	0	3	1	6	1	3	1
"NLGN4Y-AS1"	1	2	2	1	1	1	1	0	2	2	2	0	1	1
"NLK"	26	30	30	23	35	27	21	19	31	24	22	14	20	26
"NLN"	40	52	44	34	44	43	31	28	54	31	44	26	40	38
"NLRC3"	12	19	23	11	11	13	16	11	19	3	21	12	5	18
"NLRC4"	17	20	16	12	12	12	8	6	17	18	21	7	15	15
"NLRC5"	95	122	160	41	103	121	61	86	116	63	118	67	63	84
"NLRP1"	31	54	52	26	25	63	26	25	47	29	54	34	22	45
"NLRP10"	0	0	3	0	2	0	0	1	6	0	2	0	0	1
"NLRP11"	3	10	14	1	7	9	1	2	20	11	7	2	12	4
"NLRP12"	10	12	16	8	4	11	7	3	11	5	16	6	7	9
"NLRP13"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"NLRP14"	0	3	4	0	2	3	0	0	4	0	1	0	4	1
"NLRP2"	125	306	341	37	30	232	9	35	204	208	94	169	212	30
"NLRP3"	29	21	21	23	14	22	20	13	29	15	40	19	11	26
"NLRP4"	1	6	0	0	21	3	0	0	6	15	5	0	0	0
"NLRP5"	0	3	5	1	0	1	1	1	3	0	2	0	1	0
"NLRP6"	8	4	5	2	6	6	10	6	14	2	14	5	3	5
"NLRP7"	20	57	66	19	27	14	4	4	104	14	3	14	2	7
"NLRP8"	4	4	3	0	3	3	0	1	3	2	3	1	0	2
"NLRP9"	0	0	6	0	0	1	0	0	3	0	7	0	4	2
"NLRX1"	39	65	58	59	30	58	35	38	66	39	52	44	51	43
"NMB"	15	15	18	12	17	13	15	14	15	19	18	10	17	15
"NMBR"	3	4	2	2	3	1	2	0	3	2	6	0	3	0
"NMBR-AS1"	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NMD3"	48	51	48	35	37	48	43	45	50	48	55	33	39	49
"NME1"	40	45	48	35	39	48	35	39	45	46	45	32	49	52
"NME1-NME2"	10	12	11	9	9	10	9	9	10	11	10	8	11	11
"NME2"	75	70	79	71	72	72	58	60	74	78	68	61	81	74
"NME3"	61	44	71	49	66	61	55	54	53	49	78	50	53	76
"NME4"	57	81	96	62	67	95	58	71	99	67	102	70	59	76
"NME5"	25	26	28	17	12	15	11	11	25	14	29	9	31	29
"NME6"	68	70	101	52	50	64	50	52	75	74	69	44	53	75
"NME7"	62	47	70	38	44	48	39	30	52	51	71	30	42	50
"NME8"	20	14	3	2	5	4	15	11	9	6	21	25	5	12
"NME9"	6	18	33	4	6	13	8	11	11	5	29	3	12	11
"NMI"	21	21	26	19	22	17	15	18	24	19	26	19	24	20
"NMNAT1"	23	25	24	22	17	22	19	20	35	25	27	19	18	31
"NMNAT2"	27	17	19	16	10	26	25	11	23	21	19	18	7	22
"NMNAT3"	50	39	76	44	45	46	39	52	58	46	66	24	52	51
"NMRAL1"	139	154	185	146	153	176	130	136	144	122	177	125	130	174
"NMRK1"	36	44	41	41	36	31	34	37	44	36	48	37	46	35
"NMRK2"	0	2	5	0	0	4	5	0	4	0	3	1	1	1
"NMS"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"NMT1"	68	70	75	61	77	81	56	57	81	74	74	59	59	67
"NMT2"	32	37	39	26	33	30	27	28	38	33	33	21	33	30
"NMU"	33	28	40	21	19	22	5	20	27	31	27	14	25	26
"NMUR1"	4	7	7	3	4	6	6	5	6	4	7	6	5	3
"NMUR2"	3	1	3	5	0	5	1	3	4	1	1	1	1	3
"NNAT"	2	4	3	3	3	4	3	0	5	3	4	3	4	4
"NNMT"	47	55	47	53	48	43	47	51	43	62	56	52	46	33
"NNT"	53	50	57	40	37	58	49	43	64	48	51	39	54	43
"NNT-AS1"	30	26	36	21	26	32	29	22	29	25	31	21	29	24
"NOA1"	12	11	13	11	11	12	10	10	11	13	12	10	12	11
"NOB1"	22	22	33	18	26	27	22	20	31	28	34	19	21	30
"NOBOX"	0	0	2	0	0	1	0	0	0	0	0	0	0	0
"NOC2L"	37	36	52	35	35	39	33	33	43	28	45	30	31	30
"NOC3L"	16	20	17	11	19	14	11	11	22	14	16	12	19	16
"NOC4L"	24	26	36	19	29	28	22	21	28	22	35	16	23	25
"NOCT"	17	19	20	10	17	17	16	19	18	17	17	13	14	11
"NOD1"	29	37	43	24	33	30	32	24	41	25	38	24	27	26
"NOD2"	18	17	27	16	9	18	9	13	17	6	20	11	10	16
"NODAL"	2	4	5	0	4	3	3	0	4	2	4	0	0	3
"NOG"	4	8	9	6	2	7	6	4	4	4	5	3	3	7
"NOL10"	27	25	35	28	35	30	24	24	36	20	34	20	28	28
"NOL11"	48	46	49	36	55	49	32	26	57	49	50	24	54	48
"NOL12"	32	26	44	29	25	39	25	28	40	26	38	26	28	32
"NOL3"	41	49	60	35	50	57	32	23	58	30	64	40	34	53
"NOL4"	2	15	2	1	10	1	2	1	2	4	2	0	13	3
"NOL4L"	65	65	77	55	48	69	64	58	66	62	80	48	61	66
"NOL4L-DT"	0	2	5	1	0	0	4	1	0	0	3	0	1	1
"NOL6"	39	36	41	32	35	34	29	27	35	28	40	28	40	33
"NOL7"	20	21	23	20	22	20	18	19	21	19	25	17	23	22
"NOL8"	79	109	98	80	71	75	68	50	100	53	94	42	86	87
"NOL9"	23	30	28	12	27	22	16	20	32	16	30	12	20	23
"NOLC1"	61	53	53	45	66	61	59	43	64	42	50	43	53	56
"NOM1"	39	32	43	27	33	36	33	32	42	18	34	22	29	29
"NOMO1"	28	40	46	25	50	37	26	26	46	23	40	39	35	37
"NOMO2"	35	44	51	37	44	48	34	61	30	38	44	31	35	40
"NOMO3"	77	110	121	64	74	99	69	54	104	54	109	43	84	88
"NONO"	82	99	112	59	87	94	76	81	99	72	108	55	88	90
"NOP10"	15	13	14	13	16	16	12	13	14	16	17	11	15	14
"NOP14"	23	24	38	27	24	28	25	28	33	27	26	21	30	26
"NOP14-AS1"	37	37	47	33	39	44	32	27	34	29	43	27	30	38
"NOP16"	48	49	56	53	50	53	42	45	55	39	55	41	53	50
"NOP2"	73	84	125	83	88	82	60	59	99	56	101	45	67	80
"NOP53"	60	58	63	56	52	62	45	48	63	50	70	47	60	59
"NOP53-AS1"	2	4	5	3	2	2	1	2	2	1	4	1	3	3
"NOP56"	125	142	168	92	110	129	78	82	166	117	147	98	131	139
"NOP58"	47	39	56	30	35	37	25	39	63	26	46	23	40	27
"NOP9"	11	12	14	10	10	12	10	10	12	9	16	11	11	12
"NORAD"	13	15	14	14	14	14	13	11	14	12	15	13	14	13
"NOS1"	5	9	17	6	4	7	5	3	9	4	10	4	5	16
"NOS1AP"	26	33	32	21	19	30	22	21	38	15	31	19	22	20
"NOS2"	3	9	7	2	6	9	4	5	7	4	8	6	2	4
"NOS2P1"	2	4	5	1	0	2	2	1	5	1	4	3	3	3
"NOS3"	31	49	46	27	39	49	24	28	38	34	50	28	25	36
"NOSIP"	60	65	68	39	40	65	38	44	58	64	70	34	56	61
"NOSTRIN"	41	39	53	38	34	63	23	14	43	32	51	22	60	28
"NOTCH1"	1	3	1	0	1	3	2	0	0	0	3	0	0	0
"NOTCH2"	32	33	36	17	28	32	31	17	39	24	38	19	20	30
"NOTCH2NLA"	21	18	25	19	23	21	20	17	23	19	31	17	19	22
"NOTCH2NLB"	6	6	8	6	9	7	7	7	7	9	11	5	7	10
"NOTCH2NLC"	7	8	8	6	7	6	6	5	9	5	10	5	8	6
"NOTCH2NLR"	7	6	7	4	6	6	5	2	7	5	8	1	7	6
"NOTCH3"	28	44	42	35	35	37	29	15	48	25	35	26	24	30
"NOTCH4"	68	74	130	59	72	95	56	48	67	60	94	49	71	67
"NOTO"	2	4	4	2	2	3	1	1	4	1	5	2	3	2
"NOTUM"	15	27	35	17	4	9	11	14	18	20	13	5	12	4
"NOVA1"	19	37	38	4	7	44	10	7	18	16	10	7	38	28
"NOVA2"	12	17	18	11	11	19	10	9	12	11	13	10	7	14
"NOX1"	7	9	6	4	6	21	3	4	4	4	6	4	14	4
"NOX3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"NOX4"	94	46	16	17	41	33	76	28	7	31	17	47	39	59
"NOX5"	16	12	23	18	17	18	4	15	31	22	19	14	8	13
"NOXA1"	17	20	20	15	11	18	14	14	17	13	23	16	16	19
"NOXO1"	6	7	12	13	14	16	7	11	7	5	13	11	2	21
"NOXRED1"	6	14	10	6	5	9	6	4	12	9	14	4	9	12
"NPAP1"	4	6	6	3	4	5	4	3	6	4	6	4	5	4
"NPAP1L"	0	3	5	1	6	2	1	0	1	1	4	0	5	0
"NPAS1"	13	18	43	12	14	29	20	16	13	12	37	2	13	21
"NPAS2"	69	51	52	39	20	77	36	53	65	43	59	31	44	22
"NPAS2-AS1"	2	1	3	0	1	1	1	0	1	2	2	1	0	1
"NPAS3"	21	59	44	21	45	32	23	27	25	25	55	17	33	60
"NPAS4"	6	3	4	1	1	6	1	1	1	5	2	0	1	2
"NPAT"	36	35	38	30	34	35	35	26	39	35	29	28	40	33
"NPB"	6	4	13	2	7	8	4	9	8	8	6	2	8	3
"NPBWR2"	0	6	2	0	0	0	0	0	3	0	4	0	0	0
"NPC1"	72	75	78	61	65	80	58	43	74	53	78	48	51	65
"NPC1L1"	8	4	26	2	0	10	14	2	12	4	11	3	6	8
"NPC2"	59	57	53	77	61	55	77	50	67	61	69	60	50	69
"NPDC1"	30	38	47	26	19	39	22	27	29	20	37	24	28	32
"NPEPL1"	47	47	79	38	34	49	30	44	64	34	73	35	52	55
"NPEPPS"	80	104	110	62	75	79	62	53	121	72	100	49	80	75
"NPFF"	5	7	10	4	5	5	7	8	7	7	8	3	6	5
"NPFFR1"	11	9	12	7	7	10	8	8	9	11	9	7	6	11
"NPFFR2"	2	5	2	1	28	7	1	14	2	31	6	0	2	3
"NPHP1"	54	50	69	35	47	53	25	30	58	34	66	25	58	54
"NPHP3"	45	57	60	37	55	44	39	37	59	46	63	28	46	44
"NPHP3-ACAD11"	7	7	7	4	9	4	4	0	7	6	9	0	6	0
"NPHP3-AS1"	7	7	9	1	9	6	6	4	7	6	9	1	7	6
"NPHP4"	40	60	64	32	34	42	24	23	67	20	75	25	36	40
"NPHS1"	5	25	22	2	1	3	3	4	13	0	6	3	4	3
"NPHS2"	0	0	7	0	0	1	1	0	0	0	0	0	0	1
"NPIPA1"	55	64	83	52	56	61	47	58	69	47	79	54	69	74
"NPIPA2"	4	7	3	4	8	7	2	4	9	5	0	0	7	6
"NPIPA3"	4	16	16	9	21	12	5	4	17	5	13	0	13	10
"NPIPA5"	4	8	14	9	8	2	3	0	5	0	8	8	11	6
"NPIPA7"	11	15	17	12	11	15	11	11	15	10	17	11	15	13
"NPIPA8"	5	5	7	18	5	16	2	1	4	6	5	2	20	4
"NPIPA9"	31	38	49	25	34	29	32	25	30	27	35	18	40	37
"NPIPB11"	12	13	17	8	8	10	10	7	13	6	14	9	9	8
"NPIPB12"	29	35	42	24	31	36	28	28	32	17	42	34	30	28
"NPIPB13"	13	21	19	5	10	10	15	12	24	12	26	14	9	19
"NPIPB15"	12	12	14	1	3	4	10	9	12	5	11	10	10	11
"NPIPB2"	18	17	30	26	11	30	6	10	12	9	18	7	10	24
"NPIPB3"	29	41	43	23	27	34	31	29	44	21	50	30	31	33
"NPIPB4"	72	112	110	57	54	80	64	60	111	53	104	69	77	80
"NPIPB5"	114	139	171	100	107	121	97	102	154	78	150	108	113	100
"NPIPB6"	8	10	15	0	4	6	8	7	7	4	15	4	6	4
"NPIPB7"	4	4	6	7	1	6	3	2	3	5	5	2	3	4
"NPIPB8"	4	4	5	2	3	2	1	0	4	1	6	1	6	1
"NPIPB9"	9	7	15	4	5	7	5	2	5	5	11	4	5	8
"NPL"	56	64	43	23	49	40	33	38	65	44	75	44	48	54
"NPLOC4"	61	69	85	41	43	90	48	68	59	64	79	45	49	46
"NPM1"	81	92	86	83	73	85	77	70	98	78	88	66	86	87
"NPM2"	5	15	14	14	6	18	7	13	29	5	26	3	4	5
"NPM3"	27	13	25	12	25	23	15	21	31	17	21	20	14	32
"NPNT"	30	50	52	19	31	71	43	32	45	25	22	14	46	10
"NPPA"	0	4	5	3	2	4	1	0	3	1	3	2	0	2
"NPPB"	4	3	4	2	2	3	1	2	3	1	3	0	2	3
"NPPC"	4	4	3	2	3	7	7	5	4	2	3	1	2	4
"NPR1"	29	23	34	25	26	22	20	20	28	23	22	21	29	26
"NPR2"	32	39	44	18	27	27	23	21	37	28	39	24	28	42
"NPR3"	16	27	24	22	7	23	28	6	17	19	20	8	39	5
"NPRL2"	69	74	100	55	54	79	39	59	82	72	84	41	70	89
"NPRL3"	60	72	84	72	70	81	59	75	77	61	82	52	60	71
"NPS"	0	1	0	0	0	0	0	0	0	0	0	0	0	1
"NPSR1"	2	2	6	0	2	3	0	0	5	0	1	2	0	0
"NPSR1-AS1"	4	5	7	1	5	4	4	3	6	4	10	3	5	4
"NPTN"	42	45	42	39	45	54	43	42	63	42	51	43	46	47
"NPTN-IT1"	4	5	5	4	3	5	3	4	7	3	5	4	4	4
"NPTX1"	4	8	12	5	3	5	4	5	5	9	5	3	7	4
"NPTX2"	13	9	11	10	8	13	15	9	7	12	10	12	8	6
"NPTXR"	9	11	12	12	8	12	9	11	13	9	13	12	9	11
"NPVF"	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"NPW"	14	8	18	12	12	10	13	12	14	13	11	12	6	14
"NPY"	1	19	1	2	0	9	3	2	1	11	2	1	0	0
"NPY1R"	8	7	8	4	3	15	3	3	7	11	7	3	7	3
"NPY2R"	12	10	5	1	2	12	2	0	3	3	0	1	2	0
"NPY4R"	0	3	0	1	0	3	3	0	7	0	7	0	0	0
"NPY4R2"	1	0	7	1	1	6	0	0	4	0	0	0	3	0
"NPY5R"	2	3	0	0	0	6	1	0	0	3	0	0	0	0
"NQO1"	47	36	60	26	48	52	41	51	58	53	52	43	51	49
"NQO1-DT"	5	4	7	2	5	4	3	1	4	4	5	4	0	5
"NQO2"	51	49	64	45	61	55	50	46	52	45	67	45	50	50
"NQO2-AS1"	6	1	2	0	10	6	1	0	4	4	8	1	0	6
"NR0B1"	0	3	10	0	2	8	0	0	8	2	3	2	4	11
"NR0B2"	1	1	2	1	2	1	0	0	2	1	3	0	0	2
"NR1D1"	8	10	11	11	9	10	9	7	10	8	12	8	9	9
"NR1D2"	16	23	25	19	15	23	19	11	27	12	25	20	21	18
"NR1H2"	64	61	76	51	41	69	37	41	59	40	73	40	50	53
"NR1H3"	125	106	140	68	86	110	83	101	136	96	122	96	91	104
"NR1H4"	0	0	0	1	0	22	0	0	1	1	0	0	0	3
"NR1I2"	10	20	23	4	9	18	2	7	14	15	16	2	19	12
"NR1I3"	18	12	58	6	7	11	7	10	19	10	14	5	13	21
"NR2C1"	73	72	83	42	64	73	55	58	83	69	96	46	75	75
"NR2C2"	43	50	54	38	36	56	43	36	65	38	64	36	42	50
"NR2C2AP"	48	40	55	39	33	45	39	43	45	37	53	31	36	44
"NR2E1"	1	1	2	1	1	2	2	5	2	0	2	0	2	0
"NR2E3"	28	12	19	7	5	16	17	6	11	3	29	4	12	8
"NR2F1"	19	33	14	17	22	25	24	14	26	20	21	20	17	12
"NR2F1-AS1"	20	73	28	30	39	60	40	18	30	40	55	25	45	20
"NR2F2"	35	35	42	30	36	35	33	33	42	30	40	32	32	33
"NR2F2-AS1"	10	23	15	7	31	30	11	7	57	13	45	3	5	9
"NR2F6"	15	19	21	17	13	19	16	14	19	11	21	14	13	15
"NR3C1"	34	34	52	22	26	32	29	42	43	26	31	20	38	36
"NR3C2"	15	29	17	18	15	29	21	31	23	21	33	16	16	28
"NR4A1"	111	80	81	71	67	129	59	53	89	59	114	38	45	51
"NR4A1AS"	12	4	7	7	14	9	3	2	5	9	14	0	4	2
"NR4A2"	41	20	66	23	22	53	31	23	28	22	35	17	28	30
"NR4A3"	29	16	18	14	17	24	13	10	15	18	21	12	12	16
"NR5A1"	3	2	8	4	0	21	2	2	7	21	12	0	5	12
"NR5A2"	31	14	19	8	10	22	15	19	15	11	23	5	9	9
"NR6A1"	11	14	15	11	11	13	10	10	13	11	13	10	12	12
"NRAD1"	43	26	29	13	13	20	11	24	20	39	40	21	12	21
"NRAP"	4	4	4	12	2	8	1	3	6	5	10	4	6	1
"NRARP"	10	11	13	8	7	11	9	10	10	8	10	8	8	10
"NRAS"	13	13	13	11	13	12	12	11	13	13	13	11	12	12
"NRAV"	10	9	10	8	10	10	9	8	10	10	11	8	8	10
"NRBF2"	17	17	17	15	16	17	16	13	17	17	17	15	14	16
"NRBP1"	38	52	43	33	43	43	38	30	48	33	57	34	43	42
"NRBP2"	70	72	104	60	51	71	66	37	82	28	76	68	64	78
"NRCAM"	40	55	53	25	59	52	27	30	51	36	40	27	49	36
"NRDC"	78	77	92	64	71	83	59	69	92	61	92	59	77	66
"NRDE2"	38	39	54	30	54	50	35	36	51	36	46	27	36	40
"NREP"	79	111	78	37	75	85	54	53	113	78	91	48	82	56
"NREP-AS1"	0	0	0	1	0	1	0	0	0	0	0	1	0	0
"NRF1"	40	40	47	33	35	39	27	34	44	26	44	27	41	30
"NRG1"	14	62	11	3	10	63	3	4	55	34	2	7	19	2
"NRG1-IT1"	0	1	0	0	0	6	0	0	4	0	0	0	0	0
"NRG1-IT3"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"NRG2"	11	14	16	22	4	27	19	16	13	7	27	26	11	22
"NRG3"	5	14	32	22	4	6	7	6	1	11	36	2	28	0
"NRG3-AS1"	0	0	0	0	0	0	1	0	0	0	2	0	1	0
"NRG4"	36	37	35	16	42	34	38	30	59	19	39	18	50	51
"NRGN"	15	16	21	13	17	19	20	13	22	15	15	10	20	10
"NRIP1"	29	28	33	24	29	28	31	28	32	25	31	22	16	27
"NRIP2"	7	8	12	8	7	9	9	6	11	6	8	6	8	8
"NRIP3"	8	9	12	6	6	11	9	10	12	10	7	7	9	7
"NRIR"	9	11	9	0	6	4	0	4	6	5	10	4	7	7
"NRK"	6	18	4	8	9	12	13	8	10	7	8	7	9	10
"NRL"	19	19	27	11	16	24	19	16	25	26	30	14	17	33
"NRM"	215	249	388	198	261	339	180	233	277	195	297	127	220	241
"NRN1"	13	10	20	8	12	17	13	6	25	12	19	7	23	12
"NRN1L"	5	4	8	2	3	5	1	2	6	3	7	3	4	4
"NRON"	0	1	2	0	0	0	0	0	0	0	0	1	2	0
"NRP1"	77	76	82	42	54	70	56	45	106	64	84	44	75	55
"NRP2"	79	79	88	52	43	72	75	36	68	42	78	65	68	75
"NRROS"	11	13	12	8	7	11	9	9	13	10	15	8	10	9
"NRSN1"	3	5	4	1	2	3	1	1	1	4	2	2	1	3
"NRSN2"	54	63	81	49	54	66	47	45	66	60	73	51	60	68
"NRSN2-AS1"	15	15	17	12	13	13	11	10	16	14	16	13	15	17
"NRTN"	7	7	8	9	8	8	7	5	9	7	7	7	3	6
"NRXN1"	5	8	5	3	6	15	4	2	5	6	10	1	9	2
"NRXN2"	54	30	49	28	12	48	47	35	39	20	19	22	15	49
"NRXN2-AS1"	2	2	1	0	0	2	3	0	1	0	0	0	0	3
"NRXN3"	33	25	23	26	25	31	17	16	34	37	43	18	6	21
"NSA2"	36	43	40	42	48	43	41	44	45	47	36	39	44	50
"NSD1"	55	60	64	40	43	62	45	39	56	36	61	34	47	43
"NSD2"	98	147	155	68	92	138	103	94	133	99	126	77	95	93
"NSD3"	70	79	66	51	51	59	52	47	79	37	57	40	52	45
"NSDHL"	19	23	22	19	18	21	25	19	23	21	22	18	20	21
"NSF"	28	35	43	28	28	32	24	22	44	31	20	24	24	24
"NSFL1C"	66	78	87	59	65	72	61	63	82	63	92	55	72	84
"NSG1"	72	67	85	34	61	53	32	48	72	51	61	36	62	57
"NSG2"	2	2	3	0	0	1	2	1	2	0	3	0	0	1
"NSL1"	41	35	46	23	39	31	38	33	41	40	39	27	34	38
"NSMAF"	53	62	61	42	55	50	36	39	70	39	60	37	42	52
"NSMCE1"	47	52	74	34	32	53	41	34	48	42	66	28	53	54
"NSMCE1-DT"	12	12	13	12	6	13	7	7	16	6	19	7	10	6
"NSMCE2"	58	60	85	44	50	70	49	43	63	63	59	53	49	54
"NSMCE3"	21	19	23	18	18	21	18	17	19	18	22	18	20	20
"NSMCE4A"	57	63	63	47	50	56	51	50	67	60	66	29	56	57
"NSMF"	62	67	97	48	37	79	45	49	68	37	77	44	45	57
"NSRP1"	63	73	65	55	60	56	54	35	77	51	58	46	52	65
"NSUN2"	45	51	66	40	51	51	45	37	66	38	65	36	63	54
"NSUN3"	35	24	41	24	33	29	22	28	32	33	37	18	26	35
"NSUN4"	64	50	66	41	48	63	45	44	58	53	63	37	42	65
"NSUN5"	44	49	62	39	48	51	39	38	57	39	56	37	46	50
"NSUN6"	23	28	35	13	26	19	14	21	32	21	32	16	27	20
"NSUN7"	26	29	43	23	28	33	24	31	36	30	34	21	35	27
"NT5C"	67	56	72	44	65	71	36	46	62	71	85	46	48	55
"NT5C1A"	1	1	3	0	2	4	1	1	0	0	0	1	0	1
"NT5C1B"	15	15	21	14	17	14	12	14	22	4	23	7	16	9
"NT5C1B-RDH14"	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"NT5C2"	63	73	72	51	49	67	62	50	86	56	72	40	50	61
"NT5C3A"	32	43	45	32	34	41	15	23	41	17	33	28	37	33
"NT5C3B"	95	92	99	55	79	84	46	55	85	79	92	62	76	78
"NT5DC1"	30	30	33	26	26	28	27	25	28	29	30	23	25	27
"NT5DC2"	68	68	99	55	50	96	57	51	93	63	81	37	52	83
"NT5DC3"	13	21	23	11	13	14	15	9	24	11	24	14	13	16
"NT5DC4"	4	5	3	1	5	3	2	1	8	3	5	2	2	3
"NT5E"	18	29	30	25	22	26	22	23	15	23	24	17	25	21
"NT5M"	29	28	44	21	28	33	18	35	35	27	36	22	29	35
"NTAN1"	84	97	108	65	85	88	67	76	112	79	113	82	95	89
"NTAQ1"	48	47	61	42	47	54	38	36	44	46	40	41	35	55
"NTF3"	5	30	24	19	8	15	37	11	42	29	14	3	20	13
"NTF4"	14	16	23	9	3	11	3	11	16	13	21	12	11	11
"NTHL1"	55	40	57	37	30	48	45	39	54	45	57	47	37	54
"NTM"	21	72	19	40	25	44	33	28	21	27	12	25	11	11
"NTM-AS1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"NTM-IT"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"NTMT1"	58	59	73	50	41	73	45	46	56	59	55	42	52	51
"NTN1"	13	17	19	13	11	14	10	10	14	8	12	12	10	13
"NTN3"	1	6	7	3	4	7	6	3	6	2	6	5	1	4
"NTN4"	22	24	43	23	17	23	15	32	41	18	28	18	22	28
"NTN5"	7	15	17	10	2	14	7	8	11	5	26	6	12	9
"NTNG1"	7	27	4	18	5	11	4	3	13	20	5	7	31	4
"NTNG2"	14	17	18	11	15	17	16	9	13	9	18	11	12	16
"NTPCR"	55	63	67	49	51	66	43	43	62	58	64	53	49	58
"NTRK1"	6	15	12	3	6	13	7	4	4	2	3	2	3	9
"NTRK2"	16	27	25	24	11	34	24	26	25	20	22	16	23	29
"NTRK3"	13	37	33	17	9	46	12	11	17	7	9	12	15	12
"NTRK3-AS1"	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"NTS"	19	5	15	2	15	6	17	11	2	11	13	3	11	11
"NTSR1"	2	9	1	7	2	13	2	0	6	3	6	3	2	2
"NTSR2"	3	2	7	5	2	3	2	2	6	2	2	2	3	3
"NUAK1"	8	18	13	8	9	14	10	8	13	10	11	10	6	10
"NUAK2"	13	12	14	11	11	12	10	10	13	11	13	11	11	11
"NUB1"	82	80	70	63	68	61	65	74	73	53	68	51	83	75
"NUBP1"	34	44	55	30	42	42	31	33	39	26	47	29	28	38
"NUBP2"	69	75	96	61	65	86	72	79	77	72	92	61	50	92
"NUBPL"	25	39	37	21	26	28	22	24	44	24	32	14	26	38
"NUCB1"	70	78	79	60	55	81	63	76	73	81	82	57	65	79
"NUCB1-AS1"	1	3	2	0	1	2	0	0	3	2	2	0	1	3
"NUCB2"	81	91	138	56	78	100	81	76	86	68	89	72	72	92
"NUCKS1"	23	19	22	17	21	22	19	18	23	23	22	19	22	22
"NUDC"	23	29	31	21	23	25	15	18	31	19	33	13	17	27
"NUDCD1"	30	30	27	26	31	30	25	25	27	30	25	25	27	30
"NUDCD2"	29	30	33	31	28	30	23	27	34	30	33	27	36	35
"NUDCD3"	52	56	69	52	39	59	44	51	63	42	65	42	40	55
